R_No	B_No(Boardingpass)	U_No	S_No	Div	Seat
4789	4643	36	845	1	F12
4790	4644	54	845	1	F06
4791	4645	80	845	1	B06
4792	4646	86	845	1	E07
4793	4647	88	845	1	B12
4794	4648	6	846	1	F11
4795	4648	6	846	2	F12
4796	4649	19	846	1	F10
4797	4650	3	847	1	E26
4798	4651	7	847	1	B17
4799	4652	20	847	1	F02
4800	4653	29	847	1	F11
4801	4654	36	847	1	E54
4802	4655	40	847	1	E25
4803	4656	50	847	1	E49
4804	4657	79	847	1	B29
4805	4658	16	848	1	E51
4806	4659	60	848	1	B09
4807	4660	91	848	1	F06
4808	4661	20	849	1	B16
4809	4662	32	849	1	F10
4810	4663	48	849	1	B04
4811	4664	54	849	1	F01
4812	4665	57	849	1	B06
4813	4666	70	849	1	E15
4814	4667	11	850	1	B15
4815	4668	33	850	1	E11
4816	4669	77	850	1	E41
4817	4670	79	850	1	E25
4818	4671	87	850	1	F01
4819	4672	10	851	1	E25
4820	4673	33	851	1	B02
4821	4674	42	851	1	F05
4822	4675	46	851	1	F12
4823	4676	47	851	1	B11
4824	4677	51	851	1	E28
4825	4678	73	851	1	E34
4826	4679	79	851	1	E45
4827	4680	81	851	1	B13
4828	4681	93	851	1	B19
4829	4682	11	852	1	F02
4830	4683	50	852	1	B06
4831	4684	72	852	1	E27
4832	4685	17	853	1	B27
4833	4686	24	853	1	E49
4834	4687	25	853	1	E43
4835	4688	39	853	1	B13
4836	4689	53	853	1	F11
4837	4690	55	853	1	F12
4838	4691	83	853	1	F04
4839	4692	85	853	1	E11
4840	4693	87	853	1	B22
4841	4694	6	854	1	E09
4842	4695	12	854	1	F06
4843	4696	51	854	1	B17
4844	4697	52	854	1	B18
4845	4698	54	854	1	B26
4846	4699	64	854	1	F04
4847	4700	67	854	1	F10
4848	4701	46	855	1	F02
4849	4702	65	855	1	E19
4850	4703	86	855	1	F07
4851	4704	11	856	1	B01
4852	4705	15	856	1	E19
4853	4706	26	856	1	B04
4854	4707	29	856	1	E54
4855	4708	43	856	1	B19
4856	4709	50	856	1	B01
4857	4710	74	856	1	E28
4858	4711	11	857	1	B17
4859	4712	14	857	1	B23
4860	4713	43	857	1	F11
4861	4714	45	857	1	E19
4862	4715	62	857	1	F06
4863	4716	79	857	1	B29
4864	4717	25	858	1	B26
4865	4718	15	859	1	E46
4866	4719	37	859	1	B06
4867	4720	50	859	1	E56
4868	4721	70	859	1	E37
4869	4722	78	859	1	B20
4870	4723	80	859	1	F07
4871	4724	88	859	1	F05
4872	4725	90	859	1	F01
4873	4726	17	860	1	E41
4874	4727	18	860	1	B09
4875	4727	18	860	2	B10
4876	4728	24	860	1	F03
4877	4729	45	860	1	F04
4878	4730	69	860	1	E53
4879	4731	87	860	1	F12
4880	4732	13	861	1	F04
4881	4733	19	861	1	F01
4882	4734	25	861	1	B25
4883	4735	48	861	1	B04
4884	4736	76	861	1	F07
4885	4737	83	861	1	B27
4886	4738	88	861	1	B13
4887	4739	24	862	1	F12
4888	4740	34	862	1	B18
4889	4741	41	862	1	F04
4890	4742	93	862	1	E55
4891	4743	3	863	1	E32
4892	4744	24	863	1	F08
4893	4745	38	863	1	E53
4894	4746	54	863	1	B18
4895	4747	61	863	1	B13
4896	4748	62	863	1	F05
4897	4749	68	863	1	B08
4898	4750	72	863	1	B01
4899	4751	89	863	1	B07
4900	4752	38	864	1	B11
4901	4753	39	864	1	B04
4902	4754	72	864	1	E31
4903	4755	89	864	1	E05
4904	4756	4	865	1	B21
4905	4757	11	865	1	F01
4906	4758	19	865	1	E15
4907	4759	44	865	1	B11
4908	4760	49	865	1	E40
4909	4761	56	865	1	F12
4910	4762	59	865	1	B06
4911	4763	62	865	1	F11
4912	4764	64	865	1	B23
4913	4765	75	865	1	E08
4914	4766	82	865	1	B11
4915	4767	24	867	1	B13
4916	4768	34	867	1	F02
4917	4769	44	867	1	B06
4918	4770	49	867	1	E29
4919	4771	57	867	1	B14
4920	4771	57	867	1	B15
4921	4772	86	867	1	F01
4922	4773	8	868	1	B26
4923	4773	8	868	1	B27
4924	4774	41	868	1	E28
4925	4775	48	868	1	B04
4926	4776	90	868	1	F09
4927	4777	17	869	1	E49
4928	4778	30	869	1	F06
4929	4779	52	869	1	B15
4930	4780	63	869	1	E07
4931	4781	69	869	1	B26
4932	4782	77	869	1	B01
4933	4783	6	870	1	F03
4934	4784	34	870	1	E43
4935	4785	54	870	1	F04
4936	4786	11	871	1	F12
4937	4787	13	871	1	F05
4938	4788	41	871	1	E06
4939	4789	54	871	1	F11
4940	4790	56	871	1	B17
4941	4791	64	871	1	E19
4942	4792	65	871	1	B29
4943	4793	92	871	1	E41
4944	4794	11	872	1	F02
4945	4795	22	872	1	E05
4946	4796	43	872	1	E34
4947	4797	81	872	1	E41
4948	4798	7	873	1	B01
4949	4799	13	873	1	E30
4950	4800	42	873	1	F03
4951	4801	44	873	1	F12
4952	4802	78	873	1	B15
4953	4803	24	874	1	E08
4954	4804	43	874	1	E50
4955	4805	79	874	1	E21
4956	4806	3	875	1	E54
4957	4807	74	875	1	B06
4958	4808	75	875	1	F03
4959	4809	2	876	1	F11
4960	4810	12	876	1	E53
4961	4811	41	876	1	F07
4962	4812	54	876	1	B19
4963	4813	55	876	1	F05
4964	4814	74	876	1	E29
4965	4815	93	876	1	B10
4966	4816	95	876	1	B23
4967	4817	25	877	1	E22
4968	4818	87	877	1	E09
4969	4819	8	878	1	F11
4970	4820	10	878	1	E15
4971	4820	10	878	3	E16
4972	4821	12	878	1	F07
4973	4822	29	878	1	F04
4974	4823	34	878	1	B16
4975	4824	37	878	1	F04
4976	4825	40	878	1	E29
4977	4826	82	878	1	B29
4978	4827	85	878	1	F01
4979	4828	3	879	1	E24
4980	4829	38	879	1	E41
4981	4830	42	879	1	F04
4982	4831	47	879	1	E03
4983	4832	62	879	1	E17
4984	4833	67	879	1	F04
4985	4834	68	879	1	F12
4986	4835	92	879	1	B09
4987	4835	92	879	3	B10
4988	4836	40	880	1	B09
4989	4836	40	880	3	B10
4990	4837	49	881	1	F04
4991	4838	60	881	1	E50
4992	4839	73	881	1	F10
4993	4840	12	882	1	B11
4994	4841	15	882	1	E51
4995	4842	36	882	1	F08
4996	4843	50	882	1	E27
4997	4844	52	882	1	F02
4998	4845	53	882	1	B24
4999	4846	75	882	1	F03
5000	4847	90	882	1	E28
5001	4848	92	882	1	F08
5002	4849	2	883	1	E19
5003	4850	26	883	1	F07
5004	4851	32	883	1	E49
5005	4852	33	883	1	E31
5006	4853	35	883	1	E26
5007	4854	27	884	1	B10
5008	4855	31	884	1	F08
5009	4855	31	884	2	F09
5010	4856	44	884	1	F09
5011	4857	47	884	1	F08
5012	4858	70	884	1	B05
5013	4859	71	884	1	B30
5014	4860	85	884	1	F03
5015	4861	89	884	1	E05
5016	4862	7	885	1	E47
5017	4863	26	885	1	B11
5018	4864	35	885	1	F10
5019	4865	64	885	1	F12
5020	4866	9	886	1	B01
5021	4867	24	886	1	B14
5022	4868	28	886	1	B30
5023	4869	30	886	1	B16
5024	4870	66	886	1	B29
5025	4871	79	886	1	E38
5026	4872	95	886	1	B08
5027	4873	3	887	1	F05
5028	4874	12	887	1	F03
5029	4875	30	887	1	B07
5030	4876	38	887	1	B28
5031	4877	44	887	1	E12
5032	4878	59	887	1	B10
5033	4879	74	887	1	E38
5034	4880	1	888	1	E34
5035	4881	8	888	1	F06
5036	4882	15	888	1	B09
5037	4883	20	888	1	B03
5038	4884	23	888	1	B18
5039	4885	32	888	1	E37
5040	4886	58	888	1	B21
5041	4887	60	888	1	E24
5042	4888	5	889	1	E34
5043	4889	20	889	1	E15
5044	4890	38	889	1	E55
5045	4891	73	889	1	B09
5046	4892	76	889	1	F06
5047	4893	85	889	1	F11
5048	4894	93	889	1	E48
5049	4895	24	890	1	F01
5050	4896	27	890	1	F08
5051	4897	46	890	1	E05
5052	4898	50	890	1	F12
5053	4899	63	890	1	F11
5054	4900	69	890	1	F03
5055	4901	82	890	1	F03
5056	4902	29	891	1	E17
5057	4903	44	891	1	B29
5058	4904	35	892	1	B26
5059	4905	54	892	1	B13
5060	4906	4	893	1	F03
5061	4907	15	893	1	E02
5062	4908	18	893	1	E31
5063	4909	46	893	1	B23
5064	4909	46	893	3	B24
5065	4910	79	893	1	F09
5066	4911	4	894	1	B03
5067	4912	29	894	1	E26
5068	4912	29	894	3	E27
5069	4913	42	894	1	F05
5070	4914	56	894	1	E24
5071	4915	83	894	1	F06
5072	4916	87	894	1	B10
5073	4917	30	895	1	E47
5074	4918	41	895	1	F01
5075	4919	55	895	1	B17
5076	4920	67	895	1	F09
5077	4921	3	896	1	B14
5078	4922	42	896	1	E44
5079	4923	54	896	1	E42
5080	4924	38	897	1	B09
5081	4925	76	897	1	F08
5082	4926	80	897	1	E55
5083	4927	88	897	1	E49
5084	4928	94	897	1	F12
5085	4929	13	898	1	B05
5086	4930	43	898	1	F12
5087	4931	60	898	1	B08
5088	4932	76	898	1	E05
5089	4933	81	898	1	B29
5090	4934	84	898	1	B07
5091	4935	2	899	1	E33
5092	4936	7	899	1	E17
5093	4937	11	899	1	B05
5094	4938	19	899	1	B22
5095	4939	46	899	1	F08
5096	4940	51	899	1	B04
5097	4941	54	899	1	E03
5098	4942	90	899	1	F01
5099	4943	93	899	1	B21
5100	4944	33	900	1	F10
5101	4945	43	900	1	B25
5102	4946	56	900	1	B10
5103	4947	61	900	1	B13
5104	4948	62	900	1	E25
5105	4949	76	900	1	F06
5106	4950	6	901	1	B06
5107	4951	12	901	1	E56
5108	4952	29	901	1	E17
5109	4953	36	901	1	B15
5110	4954	92	901	1	B06
5111	4955	93	901	1	F02
5112	4956	21	902	1	B27
5113	4957	42	902	1	E23
5114	4958	48	902	1	E38
5115	4959	76	902	1	E12
5116	4960	77	902	1	F05
5117	4961	15	903	1	E37
5118	4962	23	903	1	E17
5119	4963	64	903	1	E11
5120	4964	76	903	1	E35
5121	4965	77	903	1	F11
5122	4966	85	903	1	E54
5123	4967	1	904	1	F06
5124	4968	2	904	1	B11
5125	4969	8	904	1	E12
5126	4970	52	904	1	B01
5127	4971	95	904	1	F06
5128	4972	3	905	1	E38
5129	4973	4	905	1	F08
5130	4974	27	905	1	F07
5131	4975	30	905	1	E16
5132	4976	31	906	1	E18
5133	4977	45	906	1	E52
5134	4978	57	906	1	E54
5135	4979	75	906	1	F09
5136	4980	83	906	1	F10
5137	4981	86	906	1	B28
5138	4982	87	906	1	F04
5139	4983	38	907	1	B27
5140	4984	59	907	1	F03
5141	4984	59	907	3	F04
5142	4985	69	907	1	F03
5143	4986	93	907	1	E53
5144	4987	95	907	1	B27
5145	4988	4	908	1	E47
5146	4989	43	908	1	F07
5147	4990	47	908	1	F06
5148	4991	58	908	1	F02
5149	4992	87	908	1	F12
5150	4993	22	909	1	E46
5151	4994	24	909	1	E56
5152	4995	40	909	1	E28
5153	4996	65	909	1	B13
5154	4997	79	909	1	F02
5155	4998	88	909	1	F05
5156	4998	88	909	2	F06
5157	4999	90	909	1	B12
5158	5000	30	910	1	F11
5159	5001	53	910	1	F07
5160	5002	48	911	1	F06
5161	5003	74	911	1	B21
5162	5004	78	911	1	F12
5163	5005	89	911	1	F11
5164	5006	94	911	1	F07
5165	5007	44	912	1	B10
5166	5008	53	912	1	F04
5167	5009	77	912	1	B22
5168	5010	79	912	1	E55
5169	5011	92	912	1	F10
5170	5012	24	913	1	B16
5171	5013	39	913	1	F09
5172	5014	81	913	1	E31
5173	5015	5	914	1	F08
5174	5016	10	914	1	F05
5175	5017	36	914	1	B12
5176	5018	49	914	1	B24
5177	5019	56	914	1	B15
5178	5020	9	915	1	F01
5179	5020	9	915	1	F02
5180	5021	32	915	1	E04
5181	5021	32	915	2	E05
5182	5022	56	915	1	F10
5183	5023	62	915	1	B03
5184	5024	80	915	1	B14
5185	5025	20	916	1	E50
5186	5026	25	916	1	B10
5187	5027	36	916	1	E50
5188	5028	45	916	1	B17
5189	5029	66	917	1	F12
5190	5030	18	918	1	E39
5191	5031	53	918	1	E41
5192	5032	60	918	1	B12
5193	5032	60	918	1	B13
5194	5033	72	918	1	E50
5195	5034	90	918	1	B02
5196	5035	94	918	1	B04
5197	5036	2	919	1	B04
5198	5037	32	919	1	F10
5199	5038	64	919	1	E08
5200	5039	74	919	1	B14
5201	5040	28	920	1	B11
5202	5041	31	920	1	F02
5203	5042	41	920	1	B28
5204	5043	44	920	1	F02
5205	5044	50	920	1	F07
5206	5045	54	920	1	F09
5207	5046	64	920	1	B21
5208	5047	30	921	1	B09
5209	5047	30	921	1	B10
5210	5048	36	921	1	F01
5211	5049	59	921	1	F03
5212	5050	66	921	1	E32
5213	5051	2	922	1	E36
5214	5052	28	922	1	B25
5215	5053	51	922	1	F08
5216	5054	59	922	1	B08
5217	5055	64	922	1	F02
5218	5056	65	922	1	F11
5219	5057	74	922	1	E18
5220	5058	2	923	1	E14
5221	5059	36	923	1	F04
5222	5060	43	923	1	E25
5223	5061	54	923	1	B12
5224	5062	61	923	1	B14
5225	5063	13	924	1	E29
5226	5064	19	924	1	F10
5227	5065	23	925	1	E51
5228	5066	30	925	1	B05
5229	5067	47	925	1	E55
5230	5068	48	925	1	B25
5231	5069	67	925	1	F10
5232	5070	69	925	1	B22
5233	5071	79	925	1	E21
5234	5071	79	925	2	E22
5235	5072	9	926	1	E33
5236	5073	26	926	1	F07
5237	5074	30	926	1	B14
5238	5075	39	926	1	F04
5239	5076	41	926	1	E07
5240	5077	67	926	1	B25
5241	5078	88	926	1	E55
5242	5079	24	927	1	B03
5243	5080	36	927	1	E10
5244	5081	54	927	1	B12
5245	5082	12	928	1	B02
5246	5083	14	928	1	E27
5247	5084	19	928	1	B07
5248	5085	23	928	1	E45
5249	5086	32	928	1	F10
5250	5087	40	928	1	F05
5251	5088	49	928	1	E28
5252	5089	50	928	1	E02
5253	5090	53	928	1	E17
5254	5091	57	928	1	E44
5255	5092	94	928	1	F03
5256	5093	95	928	1	F04
5257	5094	36	929	1	F12
5258	5095	37	929	1	E05
5259	5096	40	929	1	E44
5260	5097	45	929	1	B21
5261	5098	53	929	1	F09
5262	5099	58	929	1	F12
5263	5100	28	930	1	F12
5264	5101	52	930	1	E41
5265	5102	83	930	1	F03
5266	5103	93	930	1	F06
5267	5104	5	931	1	B03
5268	5105	22	931	1	E54
5269	5106	25	931	1	B27
5270	5106	25	931	1	B28
5271	5107	28	931	1	B16
5272	5108	44	931	1	E46
5273	5109	45	931	1	F02
5274	5110	52	931	1	B02
5275	5111	24	932	1	E25
5276	5111	24	932	1	E26
5277	5112	34	932	1	B14
5278	5113	38	932	1	E27
5279	5114	49	932	1	B28
5280	5115	54	932	1	E50
5281	5116	74	932	1	E43
5282	5117	44	933	1	F03
5283	5118	71	933	1	F06
5284	5119	77	933	1	F01
5285	5120	2	934	1	F12
5286	5121	20	934	1	B10
5287	5122	25	934	1	F12
5288	5123	59	934	1	E16
5289	5124	63	934	1	F11
5290	5125	67	934	1	F08
5291	5126	5	935	1	B18
5292	5127	10	935	1	E04
5293	5128	30	935	1	E20
5294	5129	15	936	1	F07
5295	5130	27	936	1	F08
5296	5131	69	936	1	E15
5297	5132	72	936	1	B27
5298	5133	92	936	1	F03
5299	5134	93	936	1	F06
5300	5135	44	937	1	F09
5301	5136	45	937	1	B13
5302	5137	70	937	1	E05
5303	5138	30	938	1	F02
5304	5139	39	938	1	F02
5305	5140	47	938	1	E45
5306	5141	65	938	1	B18
5307	5142	91	938	1	F02
5308	5143	38	939	1	B13
5309	5144	66	939	1	E50
5310	5145	85	939	1	E22
5311	5146	24	940	1	F08
5312	5147	31	940	1	E34
5313	5148	47	940	1	B04
5314	5149	51	940	1	F12
5315	5150	93	940	1	E10
5316	5151	94	940	1	E22
5317	5152	95	940	1	E21
5318	5153	7	941	1	E53
5319	5154	19	941	1	B05
5320	5155	50	941	1	E13
5321	5156	65	941	1	E47
5322	5157	1	942	1	E30
5323	5158	30	942	1	E17
5324	5159	36	942	1	B25
5325	5160	9	943	1	F03
5326	5161	12	943	1	E51
5327	5162	22	943	1	B07
5328	5163	39	943	1	B30
5329	5164	46	943	1	B28
5330	5165	55	943	1	F04
5331	5166	7	944	1	B10
5332	5167	12	944	1	B27
5333	5168	37	944	1	B11
5334	5169	52	944	1	F03
5335	5170	14	945	1	B22
5336	5171	32	945	1	E04
5337	5172	66	945	1	E24
5338	5173	82	945	1	F05
5339	5174	83	945	1	E47
5340	5175	67	946	1	B27
5341	5176	70	946	1	E25
5342	5177	95	946	1	B01
5343	5178	1	947	1	F01
5344	5179	50	947	1	F03
5345	5180	80	947	1	F03
5346	5181	28	948	1	F10
5347	5182	40	948	1	F01
5348	5183	53	948	1	B20
5349	5184	90	948	1	E35
5350	5185	93	948	1	B15
5351	5186	21	949	1	F10
5352	5187	23	949	1	B03
5353	5188	26	949	1	E29
5354	5189	34	949	1	F12
5355	5190	51	949	1	B24
5356	5191	57	949	1	B11
5357	5192	65	949	1	F08
5358	5193	72	949	1	B24
5359	5194	94	949	1	F05
5360	5195	19	950	1	F08
5361	5196	29	950	1	B16
5362	5197	55	950	1	B30
5363	5198	78	950	1	E33
5364	5199	86	950	1	B26
5365	5200	87	950	1	E51
5366	5201	19	951	1	F12
5367	5202	28	951	1	E22
5368	5203	36	951	1	F10
5369	5204	43	951	1	B03
5370	5204	43	951	3	B04
5371	5205	57	951	1	E18
5372	5206	59	951	1	B03
5373	5207	76	951	1	B28
5374	5208	9	952	1	B23
5375	5209	13	952	1	B27
5376	5210	41	952	1	B27
5377	5211	42	952	1	E18
5378	5212	47	952	1	B29
5379	5213	57	952	1	F12
5380	5214	75	952	1	B27
5381	5215	89	952	1	E34
5382	5216	15	953	1	E01
5383	5217	50	953	1	B08
5384	5218	56	953	1	B17
5385	5219	69	953	1	F09
5386	5220	92	953	1	B21
5387	5221	7	954	1	E09
5388	5222	57	954	1	E11
5389	5223	58	954	1	B04
5390	5224	65	954	1	B21
5391	5225	69	954	1	F04
5392	5226	80	954	1	E16
5393	5227	24	955	1	B12
5394	5228	59	955	1	F02
5395	5229	63	955	1	B12
5396	5230	66	955	1	E48
5397	5231	19	956	1	E08
5398	5232	27	956	1	F07
5399	5233	48	956	1	B17
5400	5234	85	956	1	B10
5401	5235	52	957	1	E52
5402	5236	61	957	1	F09
5403	5237	16	958	1	E53
5404	5238	55	958	1	E16
5405	5239	60	958	1	B13
5406	5239	60	958	1	B14
5407	5240	62	958	1	E40
5408	5241	75	958	1	B13
5409	5242	85	958	1	B04
5410	5243	1	959	1	E48
5411	5244	20	959	1	E33
5412	5245	26	959	1	B18
5413	5246	39	959	1	E24
5414	5247	41	959	1	F01
5415	5248	55	959	1	E50
5416	5249	58	959	1	E44
5417	5250	59	959	1	F03
5418	5251	71	959	1	F05
5419	5252	85	959	1	F03
5420	5253	88	959	1	F06
5421	5254	42	960	1	E19
5422	5255	51	960	1	F01
5423	5255	51	960	1	F02
5424	5256	65	960	1	B13
5425	5257	76	960	1	E34
5426	5258	90	960	1	E39
5427	5259	3	961	1	E43
5428	5260	5	961	1	F10
5429	5261	17	961	1	F08
5430	5262	22	961	1	F03
5431	5263	32	961	1	E45
5432	5264	35	961	1	E55
5433	5265	53	961	1	E12
5434	5266	55	961	1	B04
5435	5267	66	961	1	E16
5436	5268	80	961	1	B25
5437	5269	93	961	1	E22
5438	5269	93	961	1	E23
5439	5269	93	961	2	E02
5440	5270	94	961	1	E30
5441	5271	49	962	1	B01
5442	5272	66	962	1	B01
5443	5273	76	962	1	B10
5444	5274	92	962	1	B23
5445	5275	93	962	1	E48
5446	5276	95	962	1	B24
5447	5277	6	963	1	E53
5448	5278	26	963	1	E15
5449	5279	31	963	1	F05
5450	5280	60	963	1	E36
5451	5281	64	963	1	F12
5452	5282	93	963	1	E09
5453	5283	49	964	1	F01
5454	5284	70	964	1	B12
5455	5285	80	964	1	B23
5456	5286	95	964	1	F03
5457	5287	8	965	1	E35
5458	5288	24	965	1	F05
5459	5289	35	965	1	F11
5460	5290	38	965	1	B24
5461	5291	41	965	1	E23
5462	5292	64	965	1	E19
5463	5293	73	965	1	F02
5464	5294	76	965	1	B01
5465	5295	3	966	1	E43
5466	5296	5	966	1	B29
5467	5297	43	966	1	E55
5468	5298	46	966	1	B25
5469	5299	82	966	1	B25
5470	5300	34	967	1	B13
5471	5301	51	967	1	F07
5472	5302	53	967	1	B20
5473	5303	57	967	1	B15
5474	5304	60	967	1	E55
5475	5305	5	968	1	B15
5476	5306	17	968	1	F05
5477	5307	18	968	1	E33
5478	5308	19	968	1	F08
5479	5309	22	968	1	B12
5480	5310	26	968	1	F05
5481	5311	43	968	1	E14
5482	5312	44	968	1	B13
5483	5313	87	968	1	F07
5484	5314	27	969	1	B06
5485	5315	57	969	1	E49
5486	5316	13	970	1	B21
5487	5317	19	970	1	E53
5488	5318	21	970	1	E21
5489	5319	31	970	1	F05
5490	5320	39	970	1	F10
5491	5321	54	970	1	E21
5492	5322	59	970	1	E28
5493	5323	95	970	1	F08
5494	5324	22	971	1	E30
5495	5324	22	971	1	E31
5496	5325	27	971	1	E48
5497	5326	85	971	1	F03
5498	5327	83	972	1	E02
5499	5328	91	972	1	E06
5500	5329	11	973	1	E44
5501	5330	27	973	1	B25
5502	5330	27	973	3	B26
5503	5331	43	973	1	B07
5504	5332	76	973	1	F06
5505	5333	88	973	1	B29
5506	5334	27	974	1	B26
5507	5335	32	974	1	F10
5508	5335	32	974	3	F11
5509	5336	55	974	1	E47
5510	5337	86	974	1	E52
5511	5338	10	975	1	B10
5512	5339	36	975	1	F01
5513	5340	52	975	1	E02
5514	5341	2	976	1	F03
5515	5342	55	976	1	B11
5516	5343	66	976	1	B27
5517	5344	95	976	1	B10
5518	5345	13	977	1	F11
5519	5346	16	977	1	F05
5520	5347	20	977	1	F10
5521	5348	30	977	1	E38
5522	5349	6	978	1	E12
5523	5350	23	978	1	B14
5524	5351	29	978	1	F12
5525	5352	69	978	1	B05
5526	5352	69	978	3	B06
5527	5353	83	978	1	B25
5528	5354	22	979	1	B27
5529	5355	55	979	1	E49
5530	5356	64	979	1	E49
5531	5357	65	979	1	E05
5532	5358	68	979	1	E06
5533	5359	78	979	1	E11
5534	5360	84	979	1	E04
5535	5361	7	980	1	E33
5536	5362	23	980	1	E48
5537	5363	25	980	1	E39
5538	5364	32	980	1	B17
5539	5365	42	980	1	E52
5540	5366	3	981	1	E13
5541	5367	32	981	1	F04
5542	5368	94	981	1	E12
5543	5369	5	982	1	B12
5544	5370	16	982	1	E29
5545	5371	25	982	1	E05
5546	5372	83	982	1	F02
5547	5373	95	982	1	B11
5548	5373	95	982	1	B12
5549	5374	11	983	1	F07
5550	5375	19	983	1	F02
5551	5376	24	983	1	B14
5552	5377	43	983	1	B18
5553	5378	57	983	1	B11
5554	5379	65	983	1	E42
5555	5380	68	983	1	F08
5556	5381	81	983	1	B05
5557	5382	95	983	1	F09
5558	5383	4	984	1	E15
5559	5384	23	984	1	E12
5560	5385	30	984	1	B23
5561	5386	53	984	1	F02
5562	5387	66	984	1	B19
5563	5388	88	984	1	B22
5564	5389	4	985	1	E46
5565	5390	19	985	1	B14
5566	5391	25	985	1	E05
5567	5392	34	985	1	F05
5568	5393	59	985	1	E22
5569	5394	60	985	1	B11
5570	5395	21	986	1	B22
5571	5396	28	986	1	F04
5572	5397	79	986	1	E32
5573	5397	79	986	2	E33
5574	5398	83	986	1	F01
5575	5399	92	986	1	B22
5576	5400	15	987	1	B11
5577	5401	46	987	1	B22
5578	5402	53	987	1	B11
5579	5403	61	987	1	B29
5580	5404	68	987	1	F10
5581	5405	92	987	1	E47
5582	5406	6	988	1	B26
5583	5407	7	988	1	B12
5584	5408	8	988	1	E31
5585	5409	13	988	1	F08
5586	5410	76	988	1	F10
5587	5411	2	989	1	E23
5588	5412	7	989	1	F10
5589	5413	25	989	1	B24
5590	5414	28	989	1	E41
5591	5415	31	989	1	B04
5592	5416	36	989	1	F06
5593	5417	39	989	1	F12
5594	5418	44	989	1	B15
5595	5419	70	989	1	E07
5596	5420	87	989	1	B03
5597	5421	93	989	1	F05
5598	5422	25	990	1	E05
5599	5423	68	990	1	E25
5600	5424	74	990	1	F02
5601	5425	27	991	1	B23
5602	5426	31	991	1	F12
5603	5427	61	991	1	B22
5604	5428	1	992	1	E30
5605	5429	25	992	1	B19
5606	5430	35	992	1	B27
5607	5431	39	992	1	E20
5608	5432	61	992	1	E05
5609	5433	63	992	1	F04
5610	5433	63	992	1	F05
5611	5434	72	992	1	B28
5612	5435	3	993	1	F09
5613	5436	66	993	1	E45
5614	5437	8	994	1	F09
5615	5438	17	994	1	B10
5616	5439	83	994	1	E20
5617	5440	37	995	1	F06
5618	5441	93	995	1	B10
5619	5442	30	996	1	B19
5620	5443	78	996	1	B24
5621	5444	83	996	1	E10
5622	5445	85	996	1	B27
5623	5446	4	997	1	E20
5624	5447	9	997	1	E37
5625	5448	12	997	1	F08
5626	5449	29	997	1	E09
5627	5450	44	997	1	F02
5628	5451	45	997	1	E06
5629	5452	49	997	1	F04
5630	5453	65	997	1	F06
5631	5454	84	997	1	B21
5632	5455	13	998	1	B03
5633	5455	13	998	2	B04
5634	5456	19	998	1	E36
5635	5457	25	998	1	F07
5636	5458	71	998	1	E36
5637	5459	12	999	1	F02
5638	5460	18	999	1	F09
5639	5461	29	999	1	B20
5640	5462	44	999	1	B29
5641	5463	50	999	1	E17
5642	5464	67	999	1	E05
5643	5465	19	1000	1	F08
5644	5466	20	1000	1	E36
5645	5467	43	1000	1	E33
5646	5468	47	1000	1	E24
5647	5469	51	1000	1	B14
5648	5470	58	1000	1	B10
5649	5471	64	1000	1	E13
5650	5472	79	1000	1	F11
5651	5473	95	1000	1	B01
5652	5474	39	1001	1	B08
