no	ono	date	uno	mno	quantity	togo	options	optionqty	price	complete
2281	22018048	2024-08-26	56	145	3	0	6	1	12700	1
2282	22024049	2024-08-26	62	92	1	0			2100	1
2283	22036050	2024-08-26	74	119	3	0			23700	1
2284	22044051	2024-08-26	78	84	3	0			6900	1
2285	22056052	2024-08-26	82	122	3	0	6	1	22900	1
2286	22061053	2024-08-26	85	21	3	0	3,6	1,1	11700	1
2287	22078054	2024-08-26	90	136	2	0	6	1	8800	1
2288	22087055	2024-08-26	99	135	1	0	6	1	5100	1
2289	22095056	2024-08-26	100	96	1	0	6	1	8900	1
2290	22107057	2024-08-26	109	127	3	0	6	1	13300	1
2291	22105058	2024-08-26	109	102	2	0	1,6,8	2,2,2	19200	1
2292	22103059	2024-08-26	109	67	2	0	6	1	16000	1
2293	22117060	2024-08-26	138	131	2	0	6	1	9200	1
2294	22121061	2024-08-26	8	11	2	0	3,6	1,2	10500	1
2295	22134062	2024-08-26	15	76	1	0			3300	1
2296	22142063	2024-08-26	24	37	1	0	6	1	4900	1
2297	22155064	2024-08-26	41	103	3	0	1,6	1,1	14100	1
2298	22161065	2024-08-26	53	21	1	0	3	1	3900	1
2299	22176066	2024-08-26	63	117	2	0			13400	1
2300	22183067	2024-08-26	81	67	3	0	6	2	24500	1
2301	22194068	2024-08-26	82	84	3	0			6900	1
2302	22207069	2024-08-26	87	127	2	0			8200	1
2303	22213070	2024-08-26	100	68	3	0	6	1	23500	1
2304	22218071	2024-08-26	100	144	3	0	6	2	13700	1
2305	22224072	2024-08-26	104	94	1	0			3100	1
2306	22232073	2024-08-26	124	31	1	0	6	1	5900	1
2307	22241074	2024-08-26	131	24	2	0			7200	1
2308	22257075	2024-08-26	4	134	2	0	6	1	9200	1
2309	22265076	2024-08-26	13	107	2	0	6	2	11000	1
2310	22275077	2024-08-26	29	110	2	0	1,8	1,1	14500	1
2311	22283078	2024-08-26	31	50	3	0	6,7	1,1	22200	1
2312	22298079	2024-08-26	33	145	2	0	6	2	9800	1
2313	22306080	2024-08-26	77	117	3	0	6,7	1,1	21600	1
2314	22312081	2024-08-26	82	32	1	0	6	1	4900	1
2315	22323082	2024-08-26	91	69	3	0	6	2	22700	1
2316	22335083	2024-08-26	99	103	2	0	1,6,8	1,2,2	12900	1
2317	22346084	2024-08-26	104	116	1	0	6,7	1,1	6700	1
2318	22357085	2024-08-26	120	130	1	0	6	1	5100	1
2319	22361086	2024-08-26	130	17	1	0	2,3,6	1,1,1	5200	1
2320	22375087	2024-08-26	134	108	1	0	1,6,7	1,1,1	6800	1
2321	22384088	2024-08-26	140	95	1	0			3100	1
2322	22397089	2024-08-26	143	130	3	0			12300	1
2323	22408090	2024-08-26	12	142	1	0	6	1	4900	1
2324	22411091	2024-08-26	62	2	2	0			3000	1
2325	22424092	2024-08-26	70	90	3	0			7200	1
2326	22431093	2024-08-26	87	22	3	0	1	1	10700	1
2327	22445094	2024-08-26	89	113	2	0	3,6	2,2	16000	1
2328	22458095	2024-08-26	93	141	3	0	6	1	12700	1
2329	22465096	2024-08-26	102	99	1	0	1,6,8	1,1,1	10300	1
2330	22478097	2024-08-26	113	140	3	0	6	2	13700	1
2331	22485098	2024-08-26	124	107	1	0	1,6,7	1,1,1	6500	1
2332	22484099	2024-08-26	124	78	2	0			6000	1
2333	22496100	2024-08-26	138	121	2	0			15200	1
2334	22502001	2024-08-27	16	33	1	0	6	1	5900	1
2335	22514002	2024-08-27	30	77	2	0			13000	1
2336	22528003	2024-08-27	58	136	1	0			3900	1
2337	22531004	2024-08-27	60	28	3	0	1,2	1,2	13500	1
2338	22544005	2024-08-27	63	76	3	0			9900	1
2339	22553006	2024-08-27	68	62	2	0	6	1	14800	1
2340	22553007	2024-08-27	68	52	2	0	6,7	2,1	16300	1
2341	22564008	2024-08-27	86	78	3	0			9000	1
2342	22572009	2024-08-27	105	39	2	0	6	2	11000	1
2343	22588010	2024-08-27	128	142	3	0	6	2	13700	1
2344	22591011	2024-08-27	129	18	1	0	2,3,6	1,1,1	5000	1
2345	22602012	2024-08-27	131	44	3	0	6	1	12700	1
2346	22616013	2024-08-27	140	116	3	0	6,7	2,1	18100	1
2347	22626014	2024-08-27	146	121	2	0	6	1	16200	1
2348	22635015	2024-08-27	18	113	3	0	3,6	1,2	22000	1
2349	22645016	2024-08-27	21	104	1	0	1,8	1,1	8500	1
2350	22658017	2024-08-27	25	141	1	0			3900	1
2351	22664018	2024-08-27	41	87	2	0			7000	1
2352	22677019	2024-08-27	45	127	3	0	6	2	14300	1
2353	22681020	2024-08-27	52	9	1	0	1	1	4000	1
2354	22696021	2024-08-27	68	122	3	0	6,7	1,1	23400	1
2355	22701022	2024-08-27	69	24	1	0	3	1	4100	1
2356	22711023	2024-08-27	73	25	2	0	2	1	7500	1
2357	22726024	2024-08-27	92	119	1	0	6,7	1,1	9400	1
2358	22736025	2024-08-27	94	122	2	0	7	1	15100	1
2359	22745026	2024-08-27	136	98	2	0	1,6,8	2,2,2	14000	1
2360	22758027	2024-08-27	143	138	1	0			3900	1
2361	22764028	2024-08-27	6	85	2	0			7000	1
2362	22776029	2024-08-27	18	119	1	0			7900	1
2363	22784030	2024-08-27	65	84	2	0			4600	1
2364	22795031	2024-08-27	74	111	1	0	1,6,8	1,1,1	8500	1
2365	22803032	2024-08-27	87	57	1	0			4900	1
2366	22813033	2024-08-27	94	54	3	0	8	2	22700	1
2367	22826034	2024-08-27	100	121	2	0	6,7	1,2	17200	1
2368	22833035	2024-08-27	124	67	3	0	6	2	24500	1
2369	22848036	2024-08-27	139	138	3	0	6	2	13700	1
2370	22854037	2024-08-27	140	89	2	0			5400	1
2371	22853038	2024-08-27	140	52	3	0	6,7	1,2	22700	1
2372	22865039	2024-08-27	141	104	3	0	6	1	22000	1
2373	22877040	2024-08-27	24	128	2	0			8200	1
2374	22887041	2024-08-27	35	129	3	0	6	1	13300	1
2375	22897042	2024-08-27	45	126	3	0	6	1	13300	1
2376	22905043	2024-08-27	49	106	1	0	6,8	1,1	7300	1
2377	22908044	2024-08-27	49	138	3	0	6	1	12700	1
2378	22914045	2024-08-27	50	74	2	0			7400	1
2379	22924046	2024-08-27	53	88	1	0			2700	1
2380	22937047	2024-08-27	61	134	3	0	6	2	14300	1
2381	22942048	2024-08-27	66	43	1	0			3900	1
2382	22951049	2024-08-27	73	16	2	0	2	2	7000	1
2383	22967050	2024-08-27	81	135	2	0	6	2	10200	1
2384	22971051	2024-08-27	105	8	3	0	3	2	14500	1
2385	22986052	2024-08-27	119	119	3	0	6	2	25700	1
2386	22992053	2024-08-27	145	45	1	0			4900	1
2387	23005054	2024-08-27	148	105	3	0	6,8	2,2	19900	1
2388	23013055	2024-08-27	4	57	3	0	6	1	15700	1
2389	23028056	2024-08-27	5	142	3	0			11700	1
2390	23033057	2024-08-27	10	57	1	0	6	1	5900	1
2391	23046058	2024-08-27	21	117	2	0	6,7	2,2	16400	1
2392	23046059	2024-08-27	21	119	1	0	6	1	8900	1
2393	23051060	2024-08-27	36	28	1	0	1	1	4500	1
2394	23051061	2024-08-27	36	12	2	0	7	2	9600	1
2395	23061062	2024-08-27	44	28	1	0	1,2	1,1	5000	1
2396	23076063	2024-08-27	54	121	1	0	7	1	8100	1
2397	23077064	2024-08-27	54	135	3	0	6	2	14300	1
2398	23081065	2024-08-27	61	27	1	0	1,8	1,1	4600	1
2399	23096066	2024-08-27	81	124	2	0			14200	1
2400	23105067	2024-08-27	85	99	1	0	1,8	1,1	9300	1
2401	23115068	2024-08-27	92	106	1	0	1,6,8	1,1,1	7800	1
2402	23121069	2024-08-27	99	30	3	0	2	2	12400	1
2403	23137070	2024-08-27	101	129	2	0			8200	1
2404	23148071	2024-08-27	106	143	3	0	6	1	12700	1
2405	23152072	2024-08-27	1	45	2	0	6	1	10800	1
2406	23162073	2024-08-27	2	31	1	0			4900	1
2407	23176074	2024-08-27	20	122	2	0	7	1	15100	1
2408	23181075	2024-08-27	23	21	3	0	6	2	12200	1
2409	23193076	2024-08-27	36	70	2	0	6	1	14800	1
2410	23205077	2024-08-27	39	104	2	0			14000	1
2411	23218078	2024-08-27	41	137	3	0	6	1	12700	1
2412	23228079	2024-08-27	42	141	2	0	6	1	8800	1
2413	23237080	2024-08-27	54	128	3	0	6	1	13300	1
2414	23248081	2024-08-27	56	140	3	0			11700	1
2415	23257082	2024-08-27	73	130	2	0	6	1	9200	1
2416	23261083	2024-08-27	97	15	3	0	1,6	2,1	12500	1
2417	23278084	2024-08-27	110	142	2	0	6	1	8800	1
2418	23285085	2024-08-27	112	109	2	0	1,8	2,2	13200	1
2419	23297086	2024-08-27	115	126	3	0			12300	1
2420	23302087	2024-08-27	141	31	3	0			14700	1
2421	23317088	2024-08-27	15	135	3	0	6	2	14300	1
2422	23326089	2024-08-27	25	123	1	0	6,7	1,1	8800	1
2423	23336090	2024-08-27	27	117	1	0	6,7	1,1	8200	1
2424	23347091	2024-08-27	44	126	2	0	6	1	9200	1
2425	23353092	2024-08-27	48	69	3	0	6	1	21700	1
2426	23366093	2024-08-27	90	124	3	0	6,7	1,2	23300	1
2427	23372094	2024-08-27	93	38	1	0	6	1	4900	1
2428	23381095	2024-08-27	94	26	1	0	1,7	1,1	4000	1
2429	23397096	2024-08-27	97	130	2	0			8200	1
2430	23405097	2024-08-27	128	102	2	0	6,8	1,1	16200	1
2431	23415098	2024-08-27	133	109	2	0	1,8	1,1	11700	1
2432	23425099	2024-08-27	145	107	2	0	1,7	2,2	11000	1
2433	23431100	2024-08-27	146	10	3	0	1,3	2,1	12900	1
2434	23447101	2024-08-27	8	127	1	0	6	1	5100	1
2435	23452102	2024-08-27	9	44	1	0			3900	1
2436	23465103	2024-08-27	18	102	2	0	6,8	2,1	17200	1
2437	23477104	2024-08-27	32	134	1	0	6	1	5100	1
2438	23487105	2024-08-27	38	130	1	0			4100	1
2439	23496106	2024-08-27	48	122	3	0	6,7	1,1	23400	1
2440	23504107	2024-08-27	51	88	3	0			8100	0
2441	23515108	2024-08-27	54	96	1	0	6,8	1,1	9900	0
2442	23522109	2024-08-27	63	31	2	0			9800	0
2443	23532110	2024-08-27	67	42	1	0	6	1	5900	0
2444	23541111	2024-08-27	86	24	3	0			10800	0
2445	23554112	2024-08-27	102	92	1	0			2100	0
2446	23566113	2024-08-27	104	117	2	0	7	2	14400	0
2447	23572114	2024-08-27	120	33	3	0	6	2	16700	0
2448	23585115	2024-08-27	142	106	3	0	1,6,8	2,2,2	20900	0
2449	23591116	2024-08-27	146	29	2	0	1	2	9400	0
